"","id","date","country","hazard_type","hazard_subtype","trigger","trigger_name","fatalities","injuries","source_name","source_link","location_description","location_accuracy","hazard_size","distance","population","countrycode","continentcode","tstamp","latitude","longitude","magnitude","tsunami_ind","damage_range","houses_damaged"
"6775",6806,2015-02-27,"","landslide","Rockfall","Unknown","",0,0,"rfi","http://www.english.rfi.fr/environment/20150301-french-hamlet-cut-mudslide-access-ski-stations-reopens","Above_road",NA,"Small",5.07637,3203,"FR","EU","Mon Mar 02 2015 18:18:05 GMT+0000 (UTC)",45.3401,6.5319,NA,NA,NA,NA
"6776",7934,2015-09-01,"","landslide","Rockfall","Rain","",2,0,"Assam Times","http://www.assamtimes.org/node/14780","Unknown",NA,"Medium",4.7809,17516,"IN","AS","Thu Jun 30 2016 13:15:36 GMT+0000 (UTC)",26.1868,91.6739,NA,NA,NA,NA
"6777",6807,2015-02-27,"","landslide","Complex","Downpour","",0,0,"rfi","http://www.english.rfi.fr/environment/20150301-french-hamlet-cut-mudslide-access-ski-stations-reopens","Above_road",NA,"Medium",9.57255,3516,"FR","EU","Tue Mar 03 2015 23:10:43 GMT+0000 (UTC)",43.0204,0.0161,NA,NA,NA,NA
"6778",6808,2015-03-01,"","landslide","Mudslide","Rain","",0,0,"Ventura County Star","http://www.vcstar.com/traffic/mudslide-closes-pch-again_34888836","Above_road",NA,"Medium",11.69184,21723,"US",NA,"Mon Mar 02 2015 22:08:55 GMT+0000 (UTC)",34.1033,-119.0802,NA,NA,NA,NA
"6779",6809,2015-03-02,"","landslide","Mudslide","Snowfall_snowmelt","",0,0,"WKYT","http://www.wkyt.com/wymt/home/headlines/Crews-clean-up-mudslide-in-Floyd-County-294778071.html","Above_road",NA,"Small",16.40897,1706,"US",NA,"Tue Mar 03 2015 22:32:11 GMT+0000 (UTC)",37.4233,-82.7058,NA,NA,NA,NA
"6780",6810,2015-03-03,"","landslide","Landslide","Downpour","",0,0,"Express Tribune","http://tribune.com.pk/story/847160/roof-collapse-leaves-two-dead-in-kohat/","Above_river",NA,"Large",44.11857,0,"PK","AS","Tue Mar 03 2015 23:00:45 GMT+0000 (UTC)",36.1575,72.0903,NA,NA,NA,NA
"6781",6811,2015-03-04,"","landslide","Mudslide","Rain","",0,0,"Tristate Homepage","http://www.tristatehomepage.com/story/d/story/mudslide-holds-up-traffic/23330/fkrEYtTvfUqQhQbVgpebnQ","Above_road",NA,"Medium",1.53883,7622,"US",NA,"Fri Mar 06 2015 20:12:30 GMT+0000 (UTC)",37.2573,-87.1772,NA,NA,NA,NA
"6782",6812,2015-03-03,"","landslide","Snow_Avalanche","Unknown","",0,0,"ICIMOD","http://www.icimod.org/?q=17175","Above_river",NA,"Medium",28.37636,5026,"NP","AS","Mon Mar 09 2015 22:22:11 GMT+0000 (UTC)",30.1818,81.4392,NA,NA,NA,NA
"6783",6813,2015-03-03,"","landslide","Mudslide","Rain","",0,0,"WPTV","http://www.wptv.com/news/national/homes-in-washington-states-brighton-beach-community-face-landslide-danger","Bluff",NA,"Small",6.45866,1035,"US",NA,"Sun Mar 22 2015 23:28:19 GMT+0000 (UTC)",47.9897,-122.3631,NA,NA,NA,NA
"6784",6814,2015-03-03,"","landslide","Landslide","Freeze_thaw","",0,0,"Yakima Herald","http://www.yakimaherald.com/news/latestlocalnews/2965669-8/landslide-blocks-sr-410-near-cliffdell","Above_road",NA,"Small",29.20796,1872,"US",NA,"Mon Mar 09 2015 22:41:37 GMT+0000 (UTC)",46.9484,-121.0704,NA,NA,NA,NA
"6785",6815,2015-03-04,"","landslide","Mudslide","Rain","",0,1,"WCHS","http://www.wchstv.com/news/features/eyewitness-news/stories/Mudslide-Knocks-Gilbert-Home-Off-It-39-s-Foundation-Sends-One-To-Hospital-98854.shtml#.VP8Rz_zF98E","Natural_slope",NA,"Medium",5.06344,1090,"US",NA,"Tue Mar 10 2015 17:02:41 GMT+0000 (UTC)",37.6142,-81.8692,NA,NA,NA,NA
"6786",6816,2015-03-04,"","landslide","Mudslide","Rain","",0,0,"WHCS","http://www.wchstv.com/news/features/eyewitness-news/stories/Mudslide-Knocks-Gilbert-Home-Off-It-39-s-Foundation-Sends-One-To-Hospital-98854.shtml#.VP8Rz_zF98E","Above_river",NA,"Medium",9.35294,1090,"US",NA,"Tue Mar 10 2015 16:06:27 GMT+0000 (UTC)",37.657,-81.9237,NA,NA,NA,NA
"6787",6817,2015-03-05,"","landslide","Mudslide","Snowfall_snowmelt","",0,0,"WSAZ","http://www.wsaz.com/news/headlines/Mudslide-Reported-in-Malden-Water-Near-Homes-295137241.html","Above_river",NA,"Medium",8.93549,4028,"US",NA,"Tue Mar 10 2015 16:34:14 GMT+0000 (UTC)",38.5312,-81.7334,NA,NA,NA,NA
"6788",6818,2015-03-04,"","landslide","Mudslide","Rain","",0,0,"WOWK","http://www.wowktv.com/story/28262233/mudslides-in-mingo-county-wv-forcing-road-closures","Above_road",NA,"Small",12.32235,717,"US",NA,"Tue Mar 10 2015 16:49:31 GMT+0000 (UTC)",37.8343,-82.4048,NA,NA,NA,NA
"6789",6819,2015-03-04,"","landslide","Mudslide","Rain","",0,0,"WOWK","http://www.wowktv.com/story/28262233/mudslides-in-mingo-county-wv-forcing-road-closures","Above_road",NA,"Medium",16.94705,3191,"US",NA,"Tue Mar 10 2015 16:49:03 GMT+0000 (UTC)",37.6322,-82.0927,NA,NA,NA,NA
"6790",6820,2015-03-04,"","landslide","Mudslide","Downpour","",0,0,"Harlan Daily","http://www.harlandaily.com/news/news/152198060/Mudslide-near-Evarts-damages-homes","Natural_slope",NA,"Medium",12.77232,1745,"US",NA,"Fri Mar 27 2015 19:08:51 GMT+0000 (UTC)",36.8619,-83.1806,NA,NA,NA,NA
"6791",6821,2015-03-04,"","landslide","Other","Rain","",0,0,"Charleston Gazette","http://www.wvgazette.com/article/20150304/GZ01/150309656","Above_road",NA,"Small",5.77112,1631,"US",NA,"Tue Mar 10 2015 17:13:00 GMT+0000 (UTC)",38.2942,-81.6267,NA,NA,NA,NA
"6792",6822,2015-03-04,"","landslide","Other","Rain","",0,0,"Charleston Gazette","http://www.wvgazette.com/article/20150304/GZ01/150309656","Above_road",NA,"Small",6.40459,51400,"US",NA,"Tue Mar 10 2015 17:31:39 GMT+0000 (UTC)",38.395,-81.5871,NA,NA,NA,NA
"6793",6823,2015-03-04,"","landslide","Other","Rain","",0,0,"Charleston Gazette","http://www.wvgazette.com/article/20150304/GZ01/150309656","Above_road",NA,"Medium",3.66745,1638,"US",NA,"Tue Mar 10 2015 17:44:23 GMT+0000 (UTC)",38.1935,-81.3669,NA,NA,NA,NA
"6794",6824,2015-03-04,"","landslide","Mudslide","Rain","",0,0,"Charleston Gazette","http://www.wvgazette.com/article/20150304/GZ01/150309656","Unknown",NA,"Medium",2.59792,1779,"US",NA,"Tue Mar 10 2015 17:48:42 GMT+0000 (UTC)",37.8356,-81.969,NA,NA,NA,NA
"6795",6825,2015-03-03,"","landslide","Mudslide","Rain","",0,0,"Charleston Gazette","http://www.wvgazette.com/article/20150304/GZ01/150309656","Above_road",NA,"Medium",18.30387,2406,"US",NA,"Tue Mar 10 2015 17:53:05 GMT+0000 (UTC)",37.4076,-81.7889,NA,NA,NA,NA
"6796",6826,2015-03-05,"","landslide","Rockfall","Unknown","",0,0,"Sofia News Agency","http://www.novinite.com/articles/167000/Landslide+Stops+Traffic+in+Bulgaria's+Kresna+Gorge","Above_road",NA,"Small",2.42469,3586,"BG","EU","Tue Mar 17 2015 21:47:08 GMT+0000 (UTC)",41.7902,23.1572,NA,NA,NA,NA
"6797",6827,2015-03-05,"","landslide","Landslide","Continuous_rain","",0,0,"Kashmir Reader","http://www.kashmirreader.com/landslide-block-srinagar-muzaffarabad-road-35785","Above_road",NA,"Medium",2.01179,77276,"IN","AS","Tue Mar 17 2015 21:56:18 GMT+0000 (UTC)",34.2092,74.321,NA,NA,NA,NA
"6798",6828,2015-03-03,"","landslide","Landslide","Downpour","",0,0,"Independent","http://www.independent.ie/videos/world-news/video-landslide-in-peru-kills-three-31045855.html","Above_road",NA,"Medium",12.70296,0,"PE","SA","Tue Mar 17 2015 22:10:54 GMT+0000 (UTC)",-5.7135,-77.6081,NA,NA,NA,NA
"6799",6829,2015-03-04,"","landslide","Mudslide","Rain","",0,0,"Independent","http://www.independent.ie/videos/world-news/video-landslide-in-peru-kills-three-31045855.html","Unknown",NA,"Medium",2.89809,0,"PE","SA","Tue Mar 17 2015 22:17:02 GMT+0000 (UTC)",-6.4859,-76.3867,NA,NA,NA,NA
"6800",6830,2015-03-06,"","landslide","Landslide","Rain","",1,0,"ABC","http://abcnews.go.com/International/wireStory/man-dies-landslide-bosnia-bad-weather-hits-balkans-29433253","Above_road",NA,"Medium",11.65425,164423,"BA","EU","Tue Mar 17 2015 22:21:55 GMT+0000 (UTC)",44.2613,18.024,NA,NA,NA,NA
"6801",6831,2015-03-06,"","landslide","Mudslide","Snowfall_snowmelt","",0,0,"WBIR","http://www.wbir.com/story/news/local/2015/03/06/mudslide-washes-away-main-road-of-ky-town/24500081/","Mine_construction",NA,"Medium",7.52192,2237,"US",NA,"Sun Mar 22 2015 21:12:47 GMT+0000 (UTC)",36.9822,-82.8934,NA,NA,NA,NA
"6802",6832,2015-03-05,"","landslide","Mudslide","Rain","",0,0,"WSAZ","http://www.wsaz.com/home/headlines/Mudslide-Affecting-30-Homes-in-Mingo-County-295326431.html","Above_road",NA,"Medium",9.26151,3191,"US",NA,"Sun Mar 22 2015 19:24:02 GMT+0000 (UTC)",37.7219,-82.31,NA,NA,NA,NA
"6803",8144,2015-11-23,"","landslide","Landslide","","",0,0,"Oregon DOT","","Above_road",NA,"",48.78509,473,"US",NA,"Fri Jul 01 2016 15:43:02 GMT+0000 (UTC)",44.5644,-120.1217,NA,NA,NA,NA
"6804",6833,2015-03-04,"","landslide","Mudslide","Rain","",0,0,"Gilbert Times","http://www.gilberttimes.net/news/home_top-news/152200561/Gilbert-area-spared-major-flooding","Above_road",NA,"Small",7.28713,1090,"US",NA,"Fri Mar 20 2015 20:59:54 GMT+0000 (UTC)",37.64,-81.8769,NA,NA,NA,NA
"6805",6834,2015-03-05,"","landslide","Mudslide","Rain","",0,0,"WKYT","http://www.wkyt.com/home/headlines/Letcher-Co-family-loses-home-in-mudslide-295274021.html","Mine_construction",NA,"Medium",1.49011,2139,"US",NA,"Fri May 29 2015 16:37:37 GMT+0000 (UTC)",37.1306,-82.834,NA,NA,NA,NA
"6806",6835,2015-03-04,"","landslide","Mudslide","Snowfall_snowmelt","",0,0,"WYMT","http://www.wkyt.com/wymt/home/headlines/Mudslide-in-Perry-County-leaves-road-impassible-295237071.html","Above_road",NA,"Small",11.13295,4456,"US",NA,"Mon Jun 15 2015 21:55:30 GMT+0000 (UTC)",37.336,-83.1295,NA,NA,NA,NA
"6807",6836,2015-03-05,"","landslide","Mudslide","Rain","",0,0,"WVNS","http://www.wvnstv.com/story/28273714/severe-weather-causes-dangerous-driving-conditions-after-a-mudslide-is-reported-in-raleigh-county","Above_road",NA,"Small",2.71773,1344,"US",NA,"Fri Mar 20 2015 21:24:42 GMT+0000 (UTC)",37.7028,-81.2565,NA,NA,NA,NA
"6808",6837,2015-03-05,"","landslide","Mudslide","Rain","",0,0,"WTOV","http://www.wtov9.com/shared/news/features/top-stories/stories/wtov_mudslide-causes-power-outages-cameron-area-7909.shtml","Below_road",NA,"Medium",16.23811,9318,"US",NA,"Fri Mar 20 2015 21:43:07 GMT+0000 (UTC)",39.838,-80.6061,NA,NA,NA,NA
"6809",6838,2015-03-05,"","landslide","Landslide","Rain","",0,0,"WYCB","http://www.wcyb.com/news/Landslide-destroys-Wise-County-home/31658168","Natural_slope",NA,"Small",2.94501,3286,"US",NA,"Fri Mar 20 2015 22:09:49 GMT+0000 (UTC)",36.9972,-82.556,NA,NA,NA,NA
"6810",6839,2015-03-07,"","landslide","Landslide","Unknown","",0,0,"FOCUS Information Agency","http://www.focus-fen.net/news/2015/03/07/365377/a-landslide-triggers-in-the-area-of-tsar-simeonovo-village-vidin-municiplaity.html","Unknown",NA,"Small",8.85389,3371,"BG","EU","Fri Mar 20 2015 22:19:03 GMT+0000 (UTC)",43.8439,22.8485,NA,NA,NA,NA
"6811",6840,2015-02-05,"","landslide","Landslide","Unknown","",0,0,"Daily Excelsior","http://www.dailyexcelsior.com/nh-re-opens-on-5th-day-1700-stranded-vehicles-cleared/","Unknown",NA,"Medium",8.52203,28197,"IN","AS","Fri Mar 20 2015 22:24:31 GMT+0000 (UTC)",33.7453,74.1794,NA,NA,NA,NA
"6812",6841,2015-03-05,"","landslide","Landslide","Unknown","",0,0,"Daily Excelsior","http://www.dailyexcelsior.com/nh-re-opens-on-5th-day-1700-stranded-vehicles-cleared/","Unknown",NA,"Medium",5.97747,4209,"IN","AS","Sun Mar 22 2015 21:56:22 GMT+0000 (UTC)",33.1213,75.2449,NA,NA,NA,NA
"6813",6842,2015-03-02,"","landslide","Landslide","Continuous_rain","",0,0,"Daily Excelsior","http://www.dailyexcelsior.com/nh-re-opens-on-5th-day-1700-stranded-vehicles-cleared/","Above_road",NA,"Medium",9.6606,3278,"IN","AS","Sun Mar 22 2015 19:43:52 GMT+0000 (UTC)",33.3296,75.203,NA,NA,NA,NA
"6814",6843,2015-03-09,"","landslide","Mudslide","Unknown","",0,0,"WKYT","http://www.wkyt.com/wymt/home/headlines/Mudslide-cleanup-ongoing-in-Knott-County-295503261.html","Above_road",NA,"Medium",5.64478,3435,"US",NA,"Sun Mar 22 2015 18:59:49 GMT+0000 (UTC)",37.4164,-82.7851,NA,NA,NA,NA
"6815",6844,2015-03-09,"","landslide","Mudslide","Unknown","",0,0,"WYMT","http://www.wkyt.com/wymt/home/headlines/Mudslide-cleanup-ongoing-in-Knott-County-295503261.html","Above_road",NA,"Medium",9.63545,777,"US",NA,"Sun Mar 22 2015 19:05:01 GMT+0000 (UTC)",37.335,-82.8717,NA,NA,NA,NA
"6816",6845,2015-03-07,"","landslide","Mudslide","Rain","",0,0,"TriCities","http://www.tricities.com/news/section-of-u-s-business-closed-in-wise-county-due/article_afd1e7bc-c506-11e4-936b-cfc6c0fb868b.html","Above_road",NA,"Medium",4.51597,5614,"US",NA,"Sun Mar 22 2015 19:34:46 GMT+0000 (UTC)",36.9186,-82.7256,NA,NA,NA,NA
"6817",6872,2015-03-15,"","landslide","Mudslide","Rain","",1,0,"Samaya","http://odishasamaya.com/news/mudslide-killed-3-people-jk","Unknown",NA,"Medium",0.92326,28197,"IN","AS","Fri Mar 27 2015 21:00:41 GMT+0000 (UTC)",33.7732,74.1011,NA,NA,NA,NA
"6818",6846,2015-03-08,"","landslide","Mudslide","Mining_digging","",50,0,"Eleven","http://www.elevenmyanmar.com/index.php?option=com_content&view=article&id=9249:high-death-toll-estimated-in-hpakant-jade-mine-landslide&catid=44&Itemid=384","Mine_construction",NA,"Large",113.32908,90894,"MM","AS","Mon Aug 01 2016 14:11:13 GMT+0000 (UTC)",25.6183,96.2964,NA,NA,NA,NA
"6819",6847,2015-03-08,"","landslide","Landslide","Downpour","",0,0,"BBC","http://www.bbc.com/news/uk-scotland-highlands-islands-31787527","Above_road",NA,"Small",30.33899,1500,"GB","EU","Sun Mar 22 2015 20:18:58 GMT+0000 (UTC)",57.147,-5.0937,NA,NA,NA,NA
"6820",6848,2015-03-04,"","landslide","Mudslide","Rain","",0,0,"WCYB","http://www.wcyb.com/news/mudslide-destroys-hurley-home/31686956","Unknown",NA,"Medium",17.52647,1021,"US",NA,"Sun Mar 22 2015 20:36:59 GMT+0000 (UTC)",37.4221,-82.0184,NA,NA,NA,NA
"6821",6849,2015-03-07,"","landslide","Landslide","Downpour","",3,0,"Global Times","http://www.globaltimes.cn/content/910933.shtml","Urban_area",NA,"Medium",0.83016,98989,"BR","SA","Sun Mar 22 2015 20:54:38 GMT+0000 (UTC)",-23.4499,-46.923,NA,NA,NA,NA
"6822",6850,2015-03-10,"","landslide","Mudslide","Rain","",1,0,"WOWK","http://www.wowktv.com/story/28356518/mudslide-closes-road-in-ronceverte-wv","Above_road",NA,"Small",2.82396,1747,"US",NA,"Mon Jun 15 2015 22:06:24 GMT+0000 (UTC)",37.7663,-80.4306,NA,NA,NA,NA
"6823",6851,2015-03-10,"","landslide","Mudslide","Downpour","",0,0,"The Hindu","http://www.thehindu.com/news/national/other-states/himachal-hydropower-project-damaged-in-landslide/article6978360.ece?homepage=true","Unknown",NA,"Medium",0.63106,21502,"IN","AS","Sun Mar 22 2015 21:45:46 GMT+0000 (UTC)",32.5612,76.1238,NA,NA,NA,NA
"6824",6852,2015-03-10,"","landslide","Landslide","Downpour","",0,0,"Euronews","http://www.euronews.com/nocomment/2015/03/10/montenegro-landslide/","Below_road",NA,"Medium",13.07197,2989,"ME","EU","Thu Apr 23 2015 14:54:12 GMT+0000 (UTC)",42.3153,18.8587,NA,NA,NA,NA
"6825",6853,2015-03-09,"","landslide","Landslide","Rain","",0,0,"Ohio County Monitor","http://www.ocmonitor.com/2015/03/10/us-231-reduced-to-one-lane-due-to-landslide/","Below_road",NA,"Medium",3.14055,2672,"US",NA,"Sun Mar 22 2015 22:24:11 GMT+0000 (UTC)",37.4774,-86.9225,NA,NA,NA,NA
"6826",6854,2015-03-10,"","landslide","Mudslide","Unknown","",0,0,"NBC","http://www.nbcnewyork.com/news/local/Mudslide-Yonkers-Evacuation-Police-Westchester-295947681.html","Retaining_wall",NA,"Small",1.05895,195976,"US",NA,"Fri Mar 27 2015 18:37:57 GMT+0000 (UTC)",40.9387,-73.8896,NA,NA,NA,NA
"6827",6855,2015-03-10,"","landslide","Mudslide","Rain","",0,0,"WCPO","http://www.wcpo.com/traffic/mudslide-forces-lane-closures-on-columbia-parkway","Above_road",NA,"Small",1.19499,5955,"US",NA,"Sun Mar 22 2015 23:03:35 GMT+0000 (UTC)",39.1139,-84.4888,NA,NA,NA,NA
"6828",6856,2015-03-11,"","landslide","Riverbank_Collapse","Unknown","",NA,NA,"TUOI TRE NEWS","http://tuoitrenews.vn/society/26637/landslide-destroys-assets-in-mekong-delta-province-despite-12mn-dyke","Above_river",NA,"Medium",6.42842,60073,"VN","AS","Sun Mar 22 2015 23:16:29 GMT+0000 (UTC)",10.2824,105.8144,NA,NA,NA,NA
"6829",6857,2015-03-06,"","landslide","Mudslide","Rain","",0,0,"South Whidbey Record","http://www.southwhidbeyrecord.com/news/295917501.html","Natural_slope",NA,"Small",6.47294,1035,"US",NA,"Sun Mar 22 2015 23:31:28 GMT+0000 (UTC)",47.9896,-122.363,NA,NA,NA,NA
"6830",6870,2015-03-16,"","landslide","Mudslide","Rain","",0,0,"ABC","http://abcnews.go.com/Health/wireStory/mudslide-buries-tracks-halts-train-service-seattle-29668344","Above_road",NA,"Small",0.35716,20254,"US",NA,"Fri Apr 03 2015 18:57:47 GMT+0000 (UTC)",47.9427,-122.3085,NA,NA,NA,NA
"6831",6858,2015-03-10,"","landslide","Mudslide","Continuous_rain","",0,0,"Northwest Georgia News","http://www.northwestgeorgianews.com/catwalkchatt/news/work-on-nick-a-jack-mudslide-in-walker-county-slated/article_1648a866-c8c5-11e4-be82-a3dd76245262.html","Above_road",NA,"Small",3.71673,3846,"US",NA,"Tue Mar 24 2015 22:45:19 GMT+0000 (UTC)",34.9053,-85.3786,NA,NA,NA,NA
"6832",6859,2015-03-12,"","landslide","Landslide","Rain","",0,0,"Charleston Gazette","http://www.wvgazette.com/article/20150312/GZ01/150319671","Mine_construction",NA,"Medium",3.35071,51400,"US",NA,"Thu Mar 26 2015 22:42:21 GMT+0000 (UTC)",38.3686,-81.6026,NA,NA,NA,NA
"6833",6860,2015-03-11,"","landslide","Rockfall","Continuous_rain","",0,0,"Williamson Daily News","http://www.williamsondailynews.com/news/home_top-news/152322958/Mudslides-on-Mulberry-Street","Above_road",NA,"Small",0.84799,3191,"US",NA,"Thu Mar 26 2015 23:17:54 GMT+0000 (UTC)",37.6758,-82.2679,NA,NA,NA,NA
"6834",6861,2015-03-11,"","landslide","Mudslide","Continuous_rain","",0,0,"Williamson Daily News","http://www.williamsondailynews.com/news/home_top-news/152322958/Mudslides-on-Mulberry-Street","Natural_slope",NA,"Small",0.51702,3191,"US",NA,"Thu Mar 26 2015 23:21:49 GMT+0000 (UTC)",37.676,-82.2719,NA,NA,NA,NA
"6835",6862,2015-03-12,"","landslide","Mudslide","Unknown","",0,0,"WYTV","http://wytv.com/2015/03/12/mudslide-closes-youngstown-expressway/","Below_road",NA,"Small",1.20691,66982,"US",NA,"Fri Apr 03 2015 00:33:21 GMT+0000 (UTC)",41.1006,-80.6351,NA,NA,NA,NA
"6836",6863,2015-03-13,"","landslide","Landslide","Downpour","",0,0,"Solomon Star","http://www.solomonstarnews.com/news/national/6194-landslide-hits-central-malaita","Unknown",NA,"Medium",14.71292,6811,"SB","OC","Fri Mar 27 2015 18:46:59 GMT+0000 (UTC)",-8.8615,160.7981,NA,NA,NA,NA
"6837",6864,2015-02-05,"","landslide","Rockfall","Freeze_thaw","",0,0,"Olympian","http://www.theolympian.com/2015/03/13/3616845/massive-boulders-landslide-will.html","Above_road",NA,"Medium",55.7268,2758,"US",NA,"Fri Mar 27 2015 18:45:27 GMT+0000 (UTC)",46.7496,-121.5568,NA,NA,NA,NA
"6838",6865,2015-03-12,"","landslide","Landslide","Downpour","",0,2,"Naharnet","http://www.naharnet.com/stories/en/171124","Urban_area",NA,"Medium",3.06632,20000,"LB","AS","Fri Mar 27 2015 18:59:32 GMT+0000 (UTC)",34.2451,35.9814,NA,NA,NA,NA
"6839",6866,2015-03-15,"","landslide","Mudslide","Downpour","",0,0,"KOIN","http://koin.com/2015/03/15/mudslide-rolls-across-road-in-northwest-portland/","Urban_area",NA,"Small",2.22008,583776,"US",NA,"Fri Apr 03 2015 18:55:27 GMT+0000 (UTC)",45.5271,-122.7048,NA,NA,NA,NA
"6840",6867,2015-03-15,"","landslide","Landslide","Continuous_rain","",1,1,"Greater Kashmir","http://www.greaterkashmir.com/news/2015/Mar/16/landslide-hits-pulwama-village-minor-dies-in-house-collapse-37.asp","Unknown",NA,"Small",4.66935,6807,"IN","AS","Fri Mar 27 2015 21:09:44 GMT+0000 (UTC)",33.8911,74.9781,NA,NA,NA,NA
"6841",6868,2015-03-14,"","landslide","Rockfall","Snowfall_snowmelt","",0,0,"Novinite","http://www.novinite.com/articles/167227/Massive+Landslide+to+Keep+Smolyan-Asenovgrad+Road+Closed+for+at+least+48+Hours","Above_road",NA,"Medium",7.08783,3258,"BG","EU","Wed Apr 01 2015 20:10:37 GMT+0000 (UTC)",41.9126,24.8,NA,NA,NA,NA
"6842",6873,2015-03-15,"","landslide","Landslide","Snowfall_snowmelt","",0,0,"Indian Express","http://indianexpress.com/article/india/india-others/landslide-triggered-by-snowfall-affects-rail-and-air-routes-in-jk/","Above_road",NA,"Medium",1.28202,1242,"IN","AS","Fri Mar 27 2015 21:25:27 GMT+0000 (UTC)",33.0809,75.2966,NA,NA,NA,NA
"6843",6874,2015-03-22,"","landslide","Landslide","Snowfall_snowmelt","",0,0,"Indian Express","http://indianexpress.com/article/india/india-others/landslide-triggered-by-snowfall-affects-rail-and-air-routes-in-jk/","Above_road",NA,"Medium",9.13838,3278,"IN","AS","Fri Mar 27 2015 21:30:03 GMT+0000 (UTC)",33.3343,75.1969,NA,NA,NA,NA
"6844",6875,2015-03-15,"","landslide","Other","Unknown","",0,0,"TRIBLIVE","http://triblive.com/news/adminpage/7978986-74/allegheny-boulevard-river#axzz3W5M3RMLE","Above_road",NA,"Small",0.87791,2801,"US",NA,"Fri May 29 2015 17:12:32 GMT+0000 (UTC)",40.4836,-79.9043,NA,NA,NA,NA
"6845",6876,2015-03-15,"","landslide","Landslide","Snowfall_snowmelt","",0,0,"FOCUS Information Agency","http://www.focus-fen.net/news/2015/03/16/366323/large-landslides-affect-bulgarias-rhodope-mountains-region-roundup.html","Deforested_slope",NA,"Medium",10.00355,51000,"BG","EU","Wed Apr 01 2015 20:16:57 GMT+0000 (UTC)",41.683,25.2549,NA,NA,NA,NA
"6846",6877,2015-03-17,"","landslide","Landslide","Snowfall_snowmelt","",0,0,"FOCUS News Agency","http://www.focus-fen.net/news/2015/03/17/366476/landslide-blocks-road-to-bulgarias-bankya-official.html","Above_road",NA,"Medium",3.40751,3102,"BG","EU","Wed Apr 01 2015 20:35:58 GMT+0000 (UTC)",42.8595,22.6773,NA,NA,NA,NA
"6847",6878,2015-03-16,"","landslide","Landslide","Rain","",0,0,"KOMO","http://www.komonews.com/news/local/5th-landslide-closes-tracks-north-of-Seattle-296508601.html?tab=video&c=y","Above_road",NA,"Small",5.91515,53007,"US",NA,"Wed Apr 01 2015 20:58:30 GMT+0000 (UTC)",47.7166,-122.376,NA,NA,NA,NA
"6848",6879,2015-03-17,"","landslide","Unknown","Unknown","",0,0,"WSAZ","http://www.wsaz.com/news/headlines/Part-of-Bypass-Road-Still-Closed-after-Landslide-in-Pike-County-Ky-296523881.html","Above_road",NA,"Medium",0.29989,6903,"US",NA,"Wed Apr 01 2015 21:18:21 GMT+0000 (UTC)",37.478,-82.5158,NA,NA,NA,NA
"6849",6880,2015-03-17,"","landslide","Other","Unknown","",0,0,"InSerbia","http://inserbia.info/today/2015/03/arilje-landslide-threatens-to-pull-down-monastery-klisura/","Natural_slope",NA,"Medium",8.8402,6762,"RS","EU","Wed Apr 01 2015 21:52:35 GMT+0000 (UTC)",43.6736,20.1007,NA,NA,NA,NA
"6850",6881,2015-03-17,"","landslide","Landslide","Rain","",0,0,"Sofia Globe","http://sofiaglobe.com/2015/03/17/more-than-1800-landslides-in-bulgaria/","Above_road",NA,"Medium",6.82473,6184,"BG","EU","Wed Apr 01 2015 22:01:57 GMT+0000 (UTC)",42.3377,23.0879,NA,NA,NA,NA
"6851",6882,2015-03-17,"","landslide","Landslide","Rain","",0,0,"Sofia Globe","http://sofiaglobe.com/2015/03/17/more-than-1800-landslides-in-bulgaria/","Above_road",NA,"Medium",2.20416,9760,"BG","EU","Wed Apr 01 2015 22:10:07 GMT+0000 (UTC)",43.2693,28.0252,NA,NA,NA,NA
"6852",6883,2015-03-17,"","landslide","Rockfall","Rain","",0,0,"Sofia Globe","http://sofiaglobe.com/2015/03/17/more-than-1800-landslides-in-bulgaria/","Above_road",NA,"Medium",7.58347,42211,"BG","EU","Wed Apr 01 2015 22:17:07 GMT+0000 (UTC)",43.0659,24.7312,NA,NA,NA,NA
"6853",6884,2015-03-16,"","landslide","Landslide","Downpour","",0,0,"Mercer Island Reporter","http://www.mi-reporter.com/news/296501011.html","Below_road",NA,"Small",1.07599,22699,"US",NA,"Wed Apr 01 2015 22:49:52 GMT+0000 (UTC)",47.5631,-122.2132,NA,NA,NA,NA
"6854",6885,2015-03-15,"","landslide","Landslide","Downpour","",0,0,"Mercer Island Reporter","http://www.mi-reporter.com/news/296501011.html","Above_road",NA,"Small",3.0834,22699,"US",NA,"Thu Apr 02 2015 15:07:29 GMT+0000 (UTC)",47.5935,-122.2425,NA,NA,NA,NA
"6855",6886,2015-03-17,"","landslide","Mudslide","Unknown","",0,0,"Fox 19","http://www.fox19.com/story/28537470/mudslide-removal-closes-ky-8mary-ingalls-hwy-in-campbell-county","Above_road",NA,"Small",0.7855,16325,"US",NA,"Fri Apr 03 2015 00:39:34 GMT+0000 (UTC)",39.0779,-84.4388,NA,NA,NA,NA
"6856",6887,2015-03-14,"","landslide","Debris_Flow","Rain","",0,0,"Salmon Arm Observer","http://www.saobserver.net/news/296651281.html","Other",NA,"Small",11.29014,16205,"CA",NA,"Fri Apr 03 2015 19:09:38 GMT+0000 (UTC)",50.6533,-119.1604,NA,NA,NA,NA
