"","id","date","country","hazard_type","hazard_subtype","trigger","trigger_name","fatalities","injuries","source_name","source_link","location_description","location_accuracy","hazard_size","distance","population.dis","countrycode","continentcode","tstamp","latitude.dis","longitude.dis","magnitude","tsunami_ind","damage_range","houses_damaged","city_name","latitude.cit","longitude.cit","feature_class","feature_code","population.cit","elevation","average_elevation","timezone","X","X.1","distance_between"
"6831328",7392,2015-12-13,"","landslide","Mudslide","Downpour","",0,0,"LA Times","http://www.latimes.com/local/weather/la-me-ln-winter-storm-california-winds-snow-20151213-story.html","Above_road",NA,"Medium",5.25315,1468,"US",NA,"Tue Dec 15 2015 19:40:24 GMT+0000 (UTC)",34.8813,-118.8962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6831329",7393,2015-12-13,"","landslide","Debris_Flow","Rain","",0,0,"KRON","http://kron4.com/2015/12/13/mudslide-causes-traffic-in-woodside/","Above_road",NA,"Small",2.75991,5287,"US",NA,"Tue Dec 15 2015 19:49:25 GMT+0000 (UTC)",37.4053,-122.2577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6831330",7394,2015-12-14,"","landslide","Rockfall","Snowfall_snowmelt","",0,0,"KIRO","http://www.kirotv.com/news/news/snow-triggers-rockslides-closes-eb-i-90-over-snoqu/npjSk/","Above_road",NA,"Small",24.43604,1018,"US",NA,"Tue Dec 15 2015 20:30:02 GMT+0000 (UTC)",47.4186,-121.4332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6831331",7395,2011-03-17,"","landslide","Landslide","Rain","",5,0,"Philippine Star","http://www.philstar.com/Article.aspx?articleId=667073&publicationSubCategoryId=200","Urban_area",NA,"Medium",3.58987,189090,"PH","AS","Wed Jan 06 2016 19:31:33 GMT+0000 (UTC)",11.2529,124.9736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6831332",7396,2011-03-19,"","landslide","Landslide","Downpour","",0,0,"Journal Online","https://web.archive.org/web/20110321083647/http://www.journal.com.ph/index.php/news/national/1384-coast-guard-aids-tacloban-folk","Unknown",NA,"Medium",5.69842,189090,"PH","AS","Wed Jan 06 2016 21:00:04 GMT+0000 (UTC)",11.2326,124.9577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6831333",7397,2011-03-19,"","landslide","Landslide","Downpour","",0,0,"Journal Online","https://web.archive.org/web/20110321083647/http://www.journal.com.ph/index.php/news/national/1384-coast-guard-aids-tacloban-folk","Unknown",NA,"Medium",5.06962,189090,"PH","AS","Wed Jan 06 2016 21:03:38 GMT+0000 (UTC)",11.252,124.9599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6831334",7398,2007-04-03,"","landslide","Landslide","Earthquake","",0,0,"Minutes of the REACT Meeting","http://www.untj.org/files/Publications/DRMP/REACT_Minutes/REACT%20Dushanbe%20Meeting%20Minutes/REACT_Meeting_Minutes_06_Apr_2007_ENG.pdf","Above_river",NA,"Medium",9.11631,17471,"TJ","AS","Thu Jan 07 2016 21:51:29 GMT+0000 (UTC)",38.2616,69.118,NA,NA,NA,NA,"Yovon",38.31408,69.03784,"P","PPLA2",17471,NA,654,"Asia/Dushanbe","","",540.418425255414
"6831423",7399,2007-04-13,"","landslide","Landslide","Unknown","",0,0,"WTAE","https://web.archive.org/web/20080423132842/http://www.thepittsburghchannel.com/news/11846833/detail.html","Unknown",NA,"Medium",3.7449,3165,"US",NA,"Thu Jan 07 2016 22:01:51 GMT+0000 (UTC)",40.4267,-79.9468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6831424",7400,2014-08-17,"","landslide","Landslide","Unknown","",0,0,"Portugal resident","http://portugalresident.com/panic-as-landslide-destroys-four-houses-in-santar%C3%A9m","Urban_area",NA,"Medium",9.5359,0,"PT","EU","Fri Jan 08 2016 17:05:23 GMT+0000 (UTC)",39.6082,-8.2888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6831425",7401,2009-12-17,"Greece","landslide","Rockfall","Rain","",0,0,"Athens News Agency","http://www.hri.org/news/greek/apeen/2009/09-12-18.apeen.html","Above_road",NA,"Medium",5.49227,2113,"GR","EU","Mon Jan 11 2016 14:45:31 GMT+0000 (UTC)",39.87523711,22.5703077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6831426",7402,2016-01-29,"","landslide","Landslide","Rain","",0,0,"El Tiempo","http://www.eltiempo.com/archivo/documento/CMS-12482881","Above_road",NA,"Small",20.31227,8044,"CO","SA","Tue Jan 12 2016 16:32:00 GMT+0000 (UTC)",2.7664,-75.074,NA,NA,NA,NA,"Galeras",9.16095,-75.04811,"P","PPL",9459,NA,92,"America/Bogota","","",726.557254708522
"6832359",7403,2011-04-29,"","landslide","Landslide","Rain","",0,1,"El Comercio","http://www.elcomercio.com/actualidad/quito/caos-deslave-simon-bolivar.html","Above_road",NA,"Medium",4.25486,1399814,"EC","SA","Tue Jan 12 2016 21:45:58 GMT+0000 (UTC)",-0.2633,-78.5061,NA,NA,NA,NA,"Quito",-0.22985,-78.52495,"P","PPLC",1399814,NA,2854,"America/Guayaquil","","",242.852816568967
"6832481",7404,2013-03-27,"","landslide","Landslide","Rain","",0,1,"Whidbey News-Times","http://www.whidbeynewstimes.com/news/200282061.html","Bluff",NA,"Medium",6.65193,14202,"US",NA,"Tue Jun 21 2016 19:59:25 GMT+0000 (UTC)",48.1393,-122.6011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6832482",7405,2011-03-20,"","landslide","Landslide","Rain","",0,0,"South Whidbey Record","http://www.southwhidbeyrecord.com/news/120519024.html","Bluff",NA,"Medium",6.24058,2045,"US",NA,"Wed Jan 13 2016 23:05:02 GMT+0000 (UTC)",48.0414,-122.5949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6832483",7406,2015-08-02,"","landslide","Rockfall","Unknown","",0,0,"Norwegian First News","http://norwegianfirstnews.blogspot.com/2015/08/rallarvegen-still-closed-after.html","Above_road",NA,"Medium",17.00449,0,"NO","EU","Fri Jan 29 2016 15:53:25 GMT+0000 (UTC)",60.7593,7.0991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6832484",7407,2015-08-02,"","landslide","Mudslide","Downpour","",0,0,"Daily Herald","http://www.heraldextra.com/news/local/south/rock-slide-blocking-traffic-in-spanish-fork-canyon/article_5b5184c0-37d3-5ce0-9dc0-28c0a4271f85.html","Above_road",NA,"Small",21.52246,7979,"US",NA,"Thu Feb 04 2016 00:13:45 GMT+0000 (UTC)",39.9963,-111.3962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6832485",7408,1995-08-14,"","landslide","Debris_Flow","Downpour","",0,0,"","http://www.24heures.ch/vaud-regions/Le-petit-Pissot-n-a-pas-pique-de-grosse-colere-depuis-20-ans/story/13608476","Unknown",NA,"Large",4.92572,2000,"CH","EU","Thu Feb 04 2016 00:59:46 GMT+0000 (UTC)",46.4093,6.9932,NA,NA,NA,NA,"Caux",46.43241,6.93855,"P","PPL",2000,NA,1064,"Europe/Zurich","","",303.665929284915
"6833870",7409,2015-08-02,"","landslide","Landslide","Continuous_rain","",0,0,"IBN Live","http://www.ibnlive.com/news/india/incessant-rains-trigger-landslide-and-mud-slips-in-nagaland-1029674.html","Unknown",NA,"Medium",13.58896,15118,"IN","AS","Thu Feb 04 2016 01:20:13 GMT+0000 (UTC)",25.72,94.6219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6833871",7410,2015-08-02,"","landslide","Landslide","Downpour","",3,5,"Thanh Nien News","http://www.thanhniennews.com/society/3-killed-5-injured-as-landslide-buries-house-in-northern-vietnam-49705.html","Deforested_slope",NA,"Medium",1.87167,0,"VN","AS","Thu Feb 04 2016 01:31:21 GMT+0000 (UTC)",22.7672,105.9839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6833872",7411,2015-08-02,"","landslide","Landslide","Downpour","",0,0,"Class Act Media","http://www.thephuketnews.com/phuket-rains-bring-down-live-power-lines-landslide-warning-for-risk-areas-issued-53481.php","Retaining_wall",NA,"Small",2.62429,14797,"TH","AS","Thu Feb 04 2016 01:39:35 GMT+0000 (UTC)",7.874,98.2879,NA,NA,NA,NA,"Na Di",14.11517,101.78189,"P","PPLA2",0,NA,29,"Asia/Bangkok","","",48.5313747004089
"6834846",7412,2015-06-06,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.conred.gob.gt/www/index.php?option=com_content&view=article&id=5377:boletin-informativo-no-3943-aproximadamente-8-mil-personas-afectadas-por-lluvias-del-sabado&catid=37:informativos&Itemid=1010","Above_road",NA,"Medium",6.19218,28492,"GT",NA,"Thu Feb 04 2016 19:39:01 GMT+0000 (UTC)",14.4236,-90.4792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834847",7413,2015-09-27,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.redhum.org/documento_detail/conred-boletin-informativo-no-4038-lluvias-del-domingo-generaron-22-incidentes-en-6-departamentos","Above_road",NA,"Medium",5.52205,16494,"GT",NA,"Thu Feb 04 2016 21:29:44 GMT+0000 (UTC)",14.6614,-90.9681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834848",7414,2015-09-27,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.redhum.org/documento_detail/conred-boletin-informativo-no-4038-lluvias-del-domingo-generaron-22-incidentes-en-6-departamentos","Above_road",NA,"Medium",1.87009,473080,"GT",NA,"Thu Feb 04 2016 21:30:26 GMT+0000 (UTC)",14.6167,-90.6097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834849",7415,2015-09-27,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.redhum.org/documento_detail/conred-boletin-informativo-no-4038-lluvias-del-domingo-generaron-22-incidentes-en-6-departamentos","Above_road",NA,"Medium",4.20726,141455,"GT",NA,"Thu Feb 04 2016 21:30:13 GMT+0000 (UTC)",14.5337,-90.5289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834850",7416,2015-09-27,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.redhum.org/documento_detail/conred-boletin-informativo-no-4038-lluvias-del-domingo-generaron-22-incidentes-en-6-departamentos","Above_road",NA,"Medium",3.18658,3588,"GT",NA,"Thu Feb 04 2016 21:29:31 GMT+0000 (UTC)",14.7038,-91.0873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834851",7417,2015-09-27,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.redhum.org/documento_detail/conred-boletin-informativo-no-4038-lluvias-del-domingo-generaron-22-incidentes-en-6-departamentos","Above_road",NA,"Medium",0.6704,2605,"GT",NA,"Thu Feb 04 2016 21:29:17 GMT+0000 (UTC)",14.744,-91.1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834852",7418,2015-09-27,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.redhum.org/documento_detail/conred-boletin-informativo-no-4038-lluvias-del-domingo-generaron-22-incidentes-en-6-departamentos","Urban_area",NA,"Medium",3.80312,994938,"GT",NA,"Thu Feb 04 2016 21:23:40 GMT+0000 (UTC)",14.6317,-90.4792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834853",7419,2015-09-27,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.redhum.org/documento_download/17080","Urban_area",NA,"Medium",1.6829,994938,"GT",NA,"Thu Feb 04 2016 21:37:45 GMT+0000 (UTC)",14.6297,-90.5025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834854",7420,2015-09-27,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.redhum.org/documento_download/17080","Urban_area",NA,"Medium",2.08425,994938,"GT",NA,"Thu Feb 04 2016 21:44:06 GMT+0000 (UTC)",14.6219,-90.5119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834855",7421,2015-09-27,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.redhum.org/documento_download/17080","Unknown",NA,"Medium",3.25675,994938,"GT",NA,"Thu Feb 04 2016 21:59:39 GMT+0000 (UTC)",14.6277,-90.4862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834856",7422,2015-09-27,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.redhum.org/documento_download/17080","Unknown",NA,"Medium",3.49341,994938,"GT",NA,"Thu Feb 04 2016 21:53:22 GMT+0000 (UTC)",14.6268,-90.4842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834857",7423,2015-09-27,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.redhum.org/documento_download/17080","Urban_area",NA,"Medium",1.83863,994938,"GT",NA,"Fri Feb 05 2016 16:50:17 GMT+0000 (UTC)",14.6217,-90.4956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834858",7424,2015-09-27,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.redhum.org/documento_download/17080","Urban_area",NA,"Medium",1.57381,994938,"GT",NA,"Thu Feb 04 2016 22:09:06 GMT+0000 (UTC)",14.6281,-90.5065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834859",7425,2015-09-27,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.redhum.org/documento_download/17080","Urban_area",NA,"Medium",1.70147,994938,"GT",NA,"Fri Feb 05 2016 16:58:46 GMT+0000 (UTC)",14.6429,-90.5352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834860",7426,2015-09-27,"","landslide","Landslide","Rain","",0,0,"CONRED","http://www.redhum.org/documento_download/17080","Unknown",NA,"Medium",3.00314,994938,"GT",NA,"Thu Feb 04 2016 22:37:05 GMT+0000 (UTC)",14.617,-90.4997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834861",7427,2015-09-27,"","landslide","Landslide","Rain","",2,1,"CONRED","http://www.redhum.org/documento_download/17080","Unknown",NA,"Medium",2.27725,79759,"GT",NA,"Fri Feb 05 2016 16:41:13 GMT+0000 (UTC)",14.9233,-91.1352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834862",7428,2015-07-11,"","landslide","Landslide","Rain","",0,0,"Floodlist","http://floodlist.com/america/350-evacuated-after-heavy-rain-causes-landslide-in-guatemala","Urban_area",NA,"Medium",2.36376,97172,"GT",NA,"Thu Feb 04 2016 23:10:37 GMT+0000 (UTC)",14.689,-90.4902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834863",7429,2015-11-23,"","landslide","Landslide","Rain","",0,6,"Avance Mundial","http://www.avancemundial.com/actualidad/nuevo-deslizamiento-en-guatemala-deja-seis-heridos/","Unknown",NA,"Medium",2.66358,97172,"GT",NA,"Thu Feb 04 2016 23:40:53 GMT+0000 (UTC)",14.6881,-90.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834864",7430,2015-10-07,"","landslide","Landslide","Rain","",0,0,"Tabasco Hoy","http://www.tabascohoy.com/2/notas/273505/dejan-lluvias-deslizamientos-e-inundaciones-en-la-sierra","Unknown",NA,"Medium",4.8168,1042,"MX",NA,"Fri Feb 05 2016 00:18:07 GMT+0000 (UTC)",17.3768,-92.7439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834865",7431,2015-10-07,"","landslide","Landslide","Rain","",0,0,"Tabasco Hoy","http://www.tabascohoy.com/2/notas/273505/dejan-lluvias-deslizamientos-e-inundaciones-en-la-sierra","Unknown",NA,"Medium",2.15703,2500,"MX",NA,"Fri Feb 05 2016 00:25:37 GMT+0000 (UTC)",17.91,-92.8956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834866",7432,2015-09-23,"","landslide","Landslide","Continuous_rain","",0,0,"Prensa Libre","http://www.prensalibre.com/guatemala/comunitario/constante-lluvia-provoca-primeras-desastres-en-la-provincia","Unknown",NA,"Medium",1.452,3214,"GT",NA,"Fri Feb 05 2016 00:44:00 GMT+0000 (UTC)",14.5558,-90.7998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834867",7433,2015-10-15,"","landslide","Landslide","Rain","",1,0,"El Periodico","http://elperiodico.com.gt/2015/10/20/pais/para-insivumeh-lluvia-es-fuerte-pero-diferente-a-la-del-mitch/","Unknown",NA,"Medium",5.14479,4671,"GT",NA,"Fri Feb 12 2016 18:47:23 GMT+0000 (UTC)",15.5779,-89.7321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834868",7434,2015-05-04,"","landslide","Landslide","Unknown","",0,0,"Prensa Libre","http://www.prensalibre.com/guatemala/escuintla/deslizamiento-afecto-servicio-de-energia-electrica","Above_road",NA,"Medium",8.25465,11121,"GT",NA,"Fri Feb 05 2016 17:31:43 GMT+0000 (UTC)",14.2202,-91.2264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834869",7435,2015-11-24,"","landslide","Landslide","Rain","",0,0,"Prensa Libre","http://www.prensalibre.com/guatemala/comunitario/madre-alcanzo-a-empujar-a-su-hija-para-salvarla-de-deslizamiento","Retaining_wall",NA,"Small",0.65744,122194,"GT",NA,"Fri Feb 05 2016 18:17:16 GMT+0000 (UTC)",14.4758,-90.5312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834870",7436,2015-09-06,"","landslide","Debris_Flow","Rain","",0,0,"Diario de Centro America","http://www.dca.gob.gt/index.php/nacional/item/34836-reportan-derrumbe-en-solol%C3%A1","Above_road",NA,"Medium",0.75685,2605,"GT",NA,"Fri Feb 05 2016 18:49:30 GMT+0000 (UTC)",14.7568,-91.1338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834871",7437,2015-11-24,"","landslide","Rockfall","Mining_digging","",0,0,"Plus TV","http://www.plustvbelize.com/landslide-in-arizona-village-blocks-road-for-hours/","Above_road",NA,"Small",9.71758,13381,"BZ",NA,"Fri Feb 05 2016 19:28:22 GMT+0000 (UTC)",17.2183,-88.8519,NA,NA,NA,NA,"Belmopan",17.25,-88.76667,"P","PPLC",13381,NA,71,"America/Belize","","",203.224505949301
"6834883",7438,2015-07-18,"","landslide","Landslide","Rain","",0,0,"La Prensa","http://www.laprensagrafica.com/2015/07/18/lluvias-causan-derrumbe-en-carretera-a-santa-ana","Above_road",NA,"Small",1.1581,10095,"SV",NA,"Fri Feb 05 2016 19:45:45 GMT+0000 (UTC)",13.8464,-89.4502,NA,NA,NA,NA,"Ciudad Arce",13.84028,-89.44722,"P","PPL",10095,NA,554,"America/El_Salvador","","",39.3762811142086
"6834983",7439,2015-10-06,"","landslide","Landslide","Rain","",0,0,"Canal Antigua","https://canalantigua.tv/derrumbe-en-coatepeque/","Above_road",NA,"Small",1.81216,45654,"GT",NA,"Fri Feb 05 2016 19:58:38 GMT+0000 (UTC)",14.7159,-91.8708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834984",7440,2015-11-03,"","landslide","Mudslide","Rain","",0,0,"El Salvador Noticias","http://www.elsalvadornoticias.net/2015/11/03/deslave-en-colonia-escalon-por-desborde-quebrada-las-lajas/","Unknown",NA,"Medium",4.67722,124694,"SV",NA,"Fri Feb 05 2016 20:15:15 GMT+0000 (UTC)",13.7178,-89.2685,NA,NA,NA,NA,"Mejicanos",13.74028,-89.21306,"P","PPL",160317,NA,723,"America/El_Salvador","","",200.363444709733
"6835084",7441,2015-11-04,"","landslide","Other","Rain","",0,1,"Tele El Salvador","http://www.teleelsalvador.com/noticias/deslaves-en-colonia-escalon-dejan-carros-danados-y-calles-cerradas/","Retaining_wall",NA,"Small",9.87553,124694,"SV",NA,"Fri Feb 05 2016 20:46:15 GMT+0000 (UTC)",13.7147,-89.3625,NA,NA,NA,NA,"Santa Tecla",13.67694,-89.27972,"P","PPLA",124694,NA,935,"America/El_Salvador","","",329.413774498595
"6835184",7442,2015-10-19,"","landslide","Landslide","Downpour","",0,1,"El Heraldo","http://www.elheraldo.hn/mundo/892045-217/cuatro-muertos-por-persistentes-lluvias-en-el-salvador","Unknown",NA,"Medium",0.49346,9936,"SV",NA,"Fri Feb 05 2016 20:56:34 GMT+0000 (UTC)",13.8457,-89.7445,NA,NA,NA,NA,"Juayua",13.84139,-89.74556,"P","PPL",9936,NA,1037,"America/El_Salvador","","",27.5284805094136
"6835284",7443,2015-06-09,"","landslide","Landslide","Unknown","",0,0,"La Tribuna","http://www.latribuna.hn/2015/06/09/lluvias-dejan-escuelas-danadas-y-deslaves-en-tegucigalpa/","Above_road",NA,"Medium",1.90052,1160,"HN",NA,"Fri Feb 05 2016 21:17:58 GMT+0000 (UTC)",13.9616,-86.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6835285",7444,2015-10-29,"","landslide","Landslide","Rain","",0,0,"La Nacion","http://www.nacion.com/nacional/transportes/Deslizamiento-Tibas-afecta-servicio-Heredia_0_1521048003.html","Above_road",NA,"Medium",0.72957,26047,"CR",NA,"Fri Feb 05 2016 21:37:25 GMT+0000 (UTC)",9.9574,-84.0879,NA,NA,NA,NA,"San Juan",9.95974,-84.08165,"P","PPL",26047,NA,1151,"America/Costa_Rica","","",37.3807744786386
"6835416",7445,2015-09-17,"","landslide","Landslide","Rain","número 38",6,0,"El Diario","http://www.eldiariony.com/2015/09/17/deslizamiento-de-cerro-en-veracruz-deja-seis-muertos/","Deforested_slope",NA,"Medium",2.478,1005,"MX",NA,"Fri Feb 05 2016 21:53:45 GMT+0000 (UTC)",19.1331,-97.1317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6835417",7446,2015-09-28,"","landslide","Landslide","Rain","",0,0,"Floodlist","http://floodlist.com/america/honduras-floods-homes-schools-damaged","Urban_area",NA,"Medium",1.85897,1438,"HN",NA,"Fri Feb 05 2016 21:59:06 GMT+0000 (UTC)",14.1105,-87.2507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6835418",7447,2015-09-28,"","landslide","Other","Downpour","",0,0,"Floodlist","http://floodlist.com/america/honduras-floods-homes-schools-damaged","Retaining_wall",NA,"Small",3.25281,850848,"HN",NA,"Fri Feb 05 2016 22:08:32 GMT+0000 (UTC)",14.0651,-87.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6835419",7448,2015-06-11,"","landslide","Landslide","Rain","",0,0,"El Heraldo","http://www.elheraldo.hn/regionales/848812-218/incomunicados-vecinos-del-municipio-de-morolica","Above_road",NA,"Medium",11.67237,1164,"HN",NA,"Fri Feb 05 2016 22:21:35 GMT+0000 (UTC)",13.5807,-86.9101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6835420",7449,2015-12-15,"","landslide","Rockfall","Rain","",1,0,"La Prensa","http://www.laprensa.hn/sucesos/911394-410/minero-muere-soterrado-en-el-corpus-choluteca","Mine_construction",NA,"Small",0.36987,1199,"HN",NA,"Fri Feb 05 2016 22:34:52 GMT+0000 (UTC)",13.2861,-87.0329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6835421",7450,2015-09-07,"","landslide","Landslide","Downpour","",0,0,"Panamá América","http://www.panamaamerica.com.pa/provincias/un-colegio-y-20-casas-afectadas-por-las-lluvias-en-colon-991260","Unknown",NA,"Medium",0.18619,0,"PA",NA,"Fri Feb 05 2016 22:44:40 GMT+0000 (UTC)",9.2619,-79.8164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6835422",7451,2015-07-02,"","landslide","Other","Construction","",1,0,"El Siglo","http://elsiglo.com/panama/alud-tierra-obrero-colon-muere/23876592","Mine_construction",NA,"Medium",2.28589,1146,"PA",NA,"Fri Feb 05 2016 22:59:41 GMT+0000 (UTC)",9.4405,-79.7754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6835423",7452,2015-11-16,"","landslide","Landslide","Rain","",0,0,"dia a dia","http://www.diaadia.com.pa/el-pa%C3%ADs/deslizamiento-de-tierra-afecta-residencia-en-col%C3%B3n-282751","Unknown",NA,"Medium",0.63948,29607,"PA",NA,"Fri Feb 05 2016 23:04:16 GMT+0000 (UTC)",9.3626,-79.8221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6835424",7453,2015-06-05,"","landslide","Landslide","Downpour","",0,0,"La Estrella de Panama","http://laestrella.com.pa/panama/nacional/deslizamiento-tierra-bayano-inundaciones-colon/23870997/foto/136658","Above_road",NA,"Medium",0.48725,0,"PA",NA,"Fri Feb 05 2016 23:15:20 GMT+0000 (UTC)",9.1805,-79.0896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6835425",7454,2015-10-16,"","landslide","Rockfall","Rain","",0,0,"NTN24","http://www.ntn24.com/video/lluvias-en-honduras-73259","Above_road",NA,"Medium",7.28575,1389,"HN",NA,"Mon Feb 08 2016 17:53:08 GMT+0000 (UTC)",14.4837,-87.7152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6835426",7455,2015-10-29,"","landslide","Landslide","Continuous_rain","",1,0,"HRN","http://www.radiohrn.hn/l/noticias/menor-de-cinco-%C3%B1os-muere-en-vivienda-soterrada-por-las-lluvias-en-las-lajas-comayagua","Unknown",NA,"Medium",17.28613,4673,"HN",NA,"Fri Feb 05 2016 23:54:28 GMT+0000 (UTC)",14.9064,-87.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6835427",7456,2015-10-16,"","landslide","Landslide","Rain","",5,0,"La Prensa","http://www.laprensa.hn/honduras/891623-410/deslave-soterra-a-una-familia-en-comunidad-de-comayagua","Deforested_slope",NA,"Medium",8.52584,1470,"HN",NA,"Sat Feb 06 2016 00:09:42 GMT+0000 (UTC)",14.5742,-87.7286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
